キャラクター,タイトル,
ドクタースケアクロウ,スーパードール★リカちゃん,
プル,スーパードール★リカちゃん,
ワーヤ,スーパードール★リカちゃん,
ミスティ,スーパードール★リカちゃん,
デヴォール,スーパードール★リカちゃん,
黒服の男,スーパードール★リカちゃん,
風間武蔵（かざま むさし）,グランダー武蔵RV,12
星山澪（ほしやま みお）,グランダー武蔵RV,
大森卓（おおもり すぐる）,グランダー武蔵RV,
風間岳弘（かざま たけひろ）,グランダー武蔵RV,
風間鮎子（かざま あゆこ）,グランダー武蔵RV,
白瀬サヤカ（しらせ サヤカ）,グランダー武蔵RV,
岩淵湖次郎（いわぶち こじろう）,グランダー武蔵RV,
ミラクル・ジム,グランダー武蔵RV,
B・B,グランダー武蔵RV,
ブラッディ・ローズマリー,グランダー武蔵RV,
九鬼義隆（くき よしたか）,グランダー武蔵RV,
服部正次（はっとり まさつぐ）,グランダー武蔵RV,
ユン,グランダー武蔵RV,
チュエット,グランダー武蔵RV,
チャン・メイメイ,グランダー武蔵RV,
カール・アマン,グランダー武蔵RV,
九鬼Jr,グランダー武蔵RV,
ワルター・フォン・カネリ,グランダー武蔵RV,
鬼道幻吾総帥（きどう げんご）,グランダー武蔵RV,
瀧上元治（たきがみ げんじ）,グランダー武蔵RV,
チェビー（Chevy） - 平野妹,ズーブルズ,12
コロン（Coron） - 巽悠衣子,ズーブルズ,
パンキー（Panky） - 沼倉愛美,ズーブルズ,
クマンパ (Kumanpa)  - 古賀慶太,ズーブルズ,
ブラッキー (Blacky) - 五十嵐裕美,ズーブルズ,
マイキー (Mikey) - 菊池こころ,ズーブルズ,
クーパー (Cooper) - 喜代原まり,ズーブルズ,
エム(Em) - 牧口真幸,ズーブルズ,
ルー (Lou) - 五十嵐裕美,ズーブルズ,
ピール (Peel) - 五十嵐裕美,ズーブルズ,
キミー (Kimmie) - 生田善子,ズーブルズ,
ププ (PuPu) - 坂戸こまつな,ズーブルズ,
チム (Chim) - 牧口真幸,ズーブルズ,
ミル (Mill) - 菊地こころ,ズーブルズ,
ランディー (Randy) - 五十嵐裕美,ズーブルズ,
ポム (Pom) - 藤崎聖,ズーブルズ,
リン (Rin) - 菊池こころ,ズーブルズ,
メル (Mel) - 五十嵐裕美,ズーブルズ,
サンサン (SanSan) - 中津真莉子,ズーブルズ,
リール (Reel) - 喜代原まり,ズーブルズ,
ハリー (Harry) - 牧口真幸,ズーブルズ,
パンナ (Panna) - 阿久津加菜,ズーブルズ,
アリア (Alia) - 持月玲依,ズーブルズ,
ニーニャ (Ninya) - 藤崎聖,ズーブルズ,
ココ (CoCo) - 生田善子,ズーブルズ,
シルビー (Silvy) - 菊池こころ,ズーブルズ,
メイト (Mato) - 中津真莉子,ズーブルズ,
ウィニー (Winny) - 牧口真幸,ズーブルズ,
ロフ (Loff) - 岩村愛子,ズーブルズ,
ロン (Ron) - 藤崎聖,ズーブルズ,
クーペ (Coope) - 庄子裕衣,ズーブルズ,
キュン (Q'n),ズーブルズ,
チップ (Chip) - 中津真莉子,ズーブルズ,
タップ (Tap) - 高倉有加,ズーブルズ,
マロン (Maron) - 阿久津加菜,ズーブルズ,
ハピ (Happi) -  阿久津加菜,ズーブルズ,
エイミー (Amy)  -  持月玲依,ズーブルズ,
トフィー (Toffy)  - 坂戸こまつな,ズーブルズ,
トッシュ (Tosh)  -  阿久津加菜,ズーブルズ,
アイロ (Airo) - 牧口真幸,ズーブルズ,
クルー (Crew) - 持月玲依,ズーブルズ,
リリー (Lily) - 五十嵐裕美,ズーブルズ,
トト (ToTo) - 岩村愛子,ズーブルズ,
スースー (Su-Su) - 藤崎聖,ズーブルズ,
アール (Arl) - 牧口真幸,ズーブルズ,
タム (Tam) - 庄子裕衣,ズーブルズ,
フラッペ (Frappe) - 岩村愛子,ズーブルズ,
ピピ (PiPi) - 阿久津加菜,ズーブルズ,
サク (Saku) - 岩村愛子,ズーブルズ,
ポッテ (Potte) - 牧口真幸,ズーブルズ,
ティニー (Tinny) - 藤崎聖,ズーブルズ,
キャロル (Carol),ズーブルズ,
リーン (Leen),ズーブルズ,
テレテレ (Teretere),ズーブルズ,
ティノ (Tino),ズーブルズ,
ショーン  - 赤澤涼太,ズーブルズ,
ゴンザレス,ズーブルズ,
桜野 音羽（さくらの おとは）,スカイガールズ,12
園宮 可憐（そのみや かれん）,スカイガールズ,
一条 瑛花（いちじょう えいか）,スカイガールズ,
エリーゼ・フォン・ディートリッヒ,スカイガールズ,
アイーシャ・クリシュナム,スカイガールズ,
ソニックダイバーレスキュー隊,スカイガールズ,
ヴェローニカ・ペテルソン,スカイガールズ,
ヴィーチャ・プガチョーワ,スカイガールズ,
エミーリア・ランク,スカイガールズ,
荘銀姫,スカイガールズ,
グリア―・グライド,スカイガールズ,
上嶋里美,スカイガールズ,
ウルリカ・シュテルンブルグ,スカイガールズ,
ステラ・クロファード・モス,スカイガールズ,
瀬戸口琴音,スカイガールズ,
冬后 蒼哉（とうごう そうや）,スカイガールズ,
速水 たくみ（はやみ たくみ）,スカイガールズ,
橘 僚平[注 2]（たちばな りょうへい）,スカイガールズ,
藤枝 七恵（ふじえだ ななえ）,スカイガールズ,
大戸 代治（おおと だいじ）,スカイガールズ,
緋月 玲（ひづき れい）,スカイガールズ,
御子神 嵐子（みこがみ らんこ）,スカイガールズ,
御子神 晴子（みこがみ はるこ）,スカイガールズ,
門脇 曹一郎（かどわき そういちろう）,スカイガールズ,
嶋 秋嵩（しま あきたか）,スカイガールズ,
安岐 夕子（あき ゆうこ）,スカイガールズ,
源さん（げんさん）,スカイガールズ,
周王 紀里子（すおう きりこ）,スカイガールズ,
飛崎 陣（ひざき じん）,スカイガールズ,
九堂 じゅりあ（くどう じゅりあ）,スカイガールズ,
森山 誉（もりやま ほまれ）,スカイガールズ,
桜野 天山（さくらの てんざん）,スカイガールズ,
桜野 花絵（さくらの かえ）,スカイガールズ,
桜野 優希（さくらの ゆうき）,スカイガールズ,
タコクラゲワーム,スカイガールズ,
一条 瑛儀（いちじょう えいぎ）,スカイガールズ,
一条 静子（いちじょう しずこ）,スカイガールズ,
藤枝 琴乃（ふじえだ ことの）,スカイガールズ,
クリシュナム博士,スカイガールズ,
安岐 たくや,スカイガールズ,
水崎 香南（みずさき かなん）,スカイガールズ,
一樹 楓（いちのき かえで）,スカイガールズ,
番匠 真里亜（ばんしょう まりあ）,スカイガールズ,
橘 めい（たちばな めい）,好きっていいなよ。,12
黒沢 大和（くろさわ やまと）,好きっていいなよ。,
及川 あさみ（おいかわ あさみ）,好きっていいなよ。,
中西 健志（なかにし たけし）,好きっていいなよ。,
武藤 愛子（むとう あいこ）,好きっていいなよ。,
立川 雅司（たてかわ まさし）,好きっていいなよ。,
竹村 海（たけむら かい）,好きっていいなよ。,
北川 めぐみ（きたがわ めぐみ）,好きっていいなよ。,
笹野 ももこ（ささの ももこ）,好きっていいなよ。,
拓（たく）,好きっていいなよ。,
新井 美樹（あらい みき）,好きっていいなよ。,
早川 駆流（はやかわ かける）,好きっていいなよ。,
小川 千晴（おがわ ちはる）,好きっていいなよ。,
未裕（みひろ）,好きっていいなよ。,
朱音（あかね）、純（じゅん）,好きっていいなよ。,
黒沢 凪（くろさわ なぎ）,好きっていいなよ。,
黒沢 大地（くろさわ だいち）,好きっていいなよ。,
杏子（きょうこ）,好きっていいなよ。,
泉（いずみ）,好きっていいなよ。,
みちる,好きっていいなよ。,
最上キョーコ（もがみ キョーコ）,スキップ・ビート!,12
怨霊キョーコ（略称・怨キョ）,スキップ・ビート!,
本郷未緒（ほんごう みお）,スキップ・ビート!,
北澤ナツ（きたざわ ナツ）,スキップ・ビート!,
雪花・ヒール（セツカ・ヒール）,スキップ・ビート!,
敦賀蓮（つるが れん） / 久遠・ヒズリ（クオン・ヒズリ）,スキップ・ビート!,
カイン・ヒール,スキップ・ビート!,
不破尚（ふわ しょう） / 不破松太郎（ふわ ショータロー）,スキップ・ビート!,
琴南奏江（ことなみ かなえ）,スキップ・ビート!,
社倖一（やしろ ゆきひと）,スキップ・ビート!,
ローリィ宝田（ローリィ たからだ）,スキップ・ビート!,
宝田マリア（たからだ マリア）,スキップ・ビート!,
椹武憲（さわら たけのり）,スキップ・ビート!,
ブリッジ・ロック,スキップ・ビート!,
緒方啓文（おがた ひろあき） / 伊達啓文（だて ひろあき）,スキップ・ビート!,
百瀬逸美（ももせ いつみ）,スキップ・ビート!,
飯塚寛子（いいづか ひろこ）,スキップ・ビート!,
大原愛理（おおはら あいり）,スキップ・ビート!,
貴島秀人（きじま ひでひと）,スキップ・ビート!,
クー・ヒズリ,スキップ・ビート!,
相良 恭紫狼（さがら きょうしろう）,スキップ・ビート!,
天宮千織（あまみや ちおり）,スキップ・ビート!,
薪野穂奈美（まきの ほなみ）,スキップ・ビート!,
須藤友加（すどう ゆか）,スキップ・ビート!,
丸山留美（まるやま るみ）,スキップ・ビート!,
近衛（このえ）,スキップ・ビート!,
村雨泰来（むらさめ たいら）,スキップ・ビート!,
愛華（まなか）,スキップ・ビート!,
安芸祥子（あき しょうこ）,スキップ・ビート!,
だるまや夫婦,スキップ・ビート!,
尚の両親,スキップ・ビート!,
最上冴菜（もがみ さえな）,スキップ・ビート!,
松内瑠璃子（まつない るりこ）,スキップ・ビート!,
新開誠士（しんがい せいじ）,スキップ・ビート!,
高園寺絵梨花（こうえんじ えりか）,スキップ・ビート!,
七倉美森（なのくら みもり）,スキップ・ビート!,
麻生春樹（あさみ はるき）,スキップ・ビート!,
上杉飛鷹（うえすぎ ひおう）,スキップ・ビート!,
レイノ,スキップ・ビート!,
ミロク,スキップ・ビート!,
ジュリエナ・ヒズリ,スキップ・ビート!,
デュリス・エルトラ,スキップ・ビート!,
ジェリー・ウッズ,スキップ・ビート!,
コミックス,スキップ・ビート!,
ファンブック,スキップ・ビート!,
ノベライズ,スキップ・ビート!,
羽柴空（はしば そら）,好きなものは好きだからしょうがない!!,12
藤守直（ふじもり すなお）,好きなものは好きだからしょうがない!!,
夜（よる）,好きなものは好きだからしょうがない!!,
らん,好きなものは好きだからしょうがない!!,
水都真一朗（みなと しんいちろう）,好きなものは好きだからしょうがない!!,
七海かい（ななみ かい）,好きなものは好きだからしょうがない!!,
本城祭（ほんじょう まつり）,好きなものは好きだからしょうがない!!,
佐倉広夢（さくら ひろむ）,好きなものは好きだからしょうがない!!,
市川学（いちかわ がく）,好きなものは好きだからしょうがない!!,
永瀬芥（ながせ かい）,好きなものは好きだからしょうがない!!,
相沢（あいざわ）,好きなものは好きだからしょうがない!!,
クリス,好きなものは好きだからしょうがない!!,
浅香奏司（あさか そうし）,好きなものは好きだからしょうがない!!,
羽野義広（はの よしひろ）,好きなものは好きだからしょうがない!!,
中原桐人（なかはら きりと）,好きなものは好きだからしょうがない!!,
湖月綾野（こづき りょうや）,好きなものは好きだからしょうがない!!,
羽柴青（はしば せい）,好きなものは好きだからしょうがない!!,
北村風太（きたむら ふうた）,好きなものは好きだからしょうがない!!,
椎名廉（しいな れん）,好きなものは好きだからしょうがない!!,
香野（かの）,好きなものは好きだからしょうがない!!,
梅谷（うめたに）,好きなものは好きだからしょうがない!!,
不良たち,好きなものは好きだからしょうがない!!,
森下由香里（もりした ゆかり）,好きなものは好きだからしょうがない!!,
教授（きょうじゅ）,好きなものは好きだからしょうがない!!,
怪盗416面相（かいとう よんいちろく めんそう）,好きなものは好きだからしょうがない!!,
怪盗773面相（かいとう ななななさん めんそう）,好きなものは好きだからしょうがない!!,
怪盗848面相（かいとう はちよんはち めんそう）,好きなものは好きだからしょうがない!!,
怪盗370面相（かいとう さんななぜろ めんそう）,好きなものは好きだからしょうがない!!,
322男爵（さんにーにー）,好きなものは好きだからしょうがない!!,
塚本天満（つかもと てんま）,スクールランブル,12
沢近愛理（さわちか えり）,スクールランブル,
周防美琴（すおう みこと）,スクールランブル,
高野晶（たかの あきら）,スクールランブル,
一条かれん（いちじょう かれん）,スクールランブル,
嵯峨野恵（さがの めぐみ）,スクールランブル,
結城つむぎ（ゆうき つむぎ）,スクールランブル,
大塚舞（おおつか まい）,スクールランブル,
城戸円（きど まどか）,スクールランブル,
三原梢（みはら こずえ）,スクールランブル,
鬼怒川綾乃（きぬがわ あやの）,スクールランブル,
永山朱鷺（ながやま とき）,スクールランブル,
隣子,スクールランブル,
雪野美奈（ゆきの みな）,スクールランブル,
冴子（さえこ）,スクールランブル,
かおり,スクールランブル,
播磨拳児（はりま けんじ）,スクールランブル,
烏丸大路（からすま おおじ）,スクールランブル,
花井春樹（はない はるき）,スクールランブル,
今鳥恭介（いまどり きょうすけ）,スクールランブル,
麻生広義（あそう ひろよし）,スクールランブル,
菅柳平（すが りゅうへい）,スクールランブル,
奈良健太郎（なら けんたろう）,スクールランブル,
吉田山次郎（よしだやま じろう）,スクールランブル,
西本願司（にしもと がんじ）,スクールランブル,
冬木武一（ふゆき たけいち）,スクールランブル,
梅津茂雄（うめづ しげお）,スクールランブル,
田中一也（たなか かずや）,スクールランブル,
石山広明（いしやま ひろあき）,スクールランブル,
斉藤（さいとう）,スクールランブル,
三沢伸（みさわ しん）,スクールランブル,
塚本八雲（つかもと やくも）,スクールランブル,
サラ・アディエマス（Sarah Adiemus）,スクールランブル,
俵屋さつき（たわらや さつき）,スクールランブル,
稲葉美樹（いなば みき）,スクールランブル,
東郷榛名（とうごう はるな）,スクールランブル,
ララ・ゴンザレス（Lala Gonzalez）,スクールランブル,
東郷雅一（とうごう まさかず）,スクールランブル,
ハリー・マッケンジー（Harry Mckenzie）,スクールランブル,
天王寺昇（てんのうじ のぼる）,スクールランブル,
刑部絃子（おさかべ いとこ）,スクールランブル,
笹倉葉子（ささくら ようこ）,スクールランブル,
姉ヶ崎妙（あねがさき たえ）,スクールランブル,
谷速人（たに はやと）,スクールランブル,
郡山（こおりやま）,スクールランブル,
加藤（かとう）,スクールランブル,
金崎（かねさき）,スクールランブル,
笠稔持（りゅう ねんじ）,スクールランブル,
理事長,スクールランブル,
理事長Jr,スクールランブル,
マックス,スクールランブル,
ショーン,スクールランブル,
サミュエル,スクールランブル,
ミック,スクールランブル,
ウィリー,スクールランブル,
中村（なかむら）,スクールランブル,
スズキマサル,スクールランブル,
播磨修治（はりま しゅうじ）,スクールランブル,
天王寺美緒（てんのうじ みお）,スクールランブル,
一条康介（いちじょう こうすけ）,スクールランブル,
沢近の父,スクールランブル,
沢近の母,スクールランブル,
塚本姉妹の父,スクールランブル,
花井弥三郎（はない やざぶろう）,スクールランブル,
花井千鶴（はない ちづる）,スクールランブル,
周防の父,スクールランブル,
周防の母,スクールランブル,
嵯峨野の祖母,スクールランブル,
柊素子（ひいらぎ もとこ）,スクールランブル,
ペドロ・ゴンザレス,スクールランブル,
カレン・ゴンザレス,スクールランブル,
東郷兄妹の父,スクールランブル,
五島玄海（ごとう げんかい）,スクールランブル,
大谷鰯（おおたに いわし）,スクールランブル,
五島雄山（ごとう ゆうざん）,スクールランブル,
三井雅顕（みつい まさあき）,スクールランブル,
豊川秀吉（とよかわ ひでよし）,スクールランブル,
ハムカツ,スクールランブル,
陳（ちん）,スクールランブル,
井上（いのうえ）,スクールランブル,
飯田橋（いいだばし）,スクールランブル,
鈴木（すずき）,スクールランブル,
役舎丸広事（やくしゃまる こうじ）,スクールランブル,
高橋英鬼（たかはし ひでき）,スクールランブル,
秋風亭小夜（しゅうふうてい こよる）,スクールランブル,
伊東又吉（いとう またきち）,スクールランブル,
神津正弘（こうづ まさひろ）,スクールランブル,
幽霊の女の子,スクールランブル,
百合っぺ（ゆりっぺ）,スクールランブル,
ジョルノ,スクールランブル,
吾郎（ごろう）,スクールランブル,
小島亜矢（こじま あや）,スクールランブル,
良介（りょうすけ）,スクールランブル,
川合（かわい）,スクールランブル,
ドラキュラ,スクールランブル,
雨ふらし親子,スクールランブル,
暴れ駕籠,スクールランブル,
佐野（さの）,スクールランブル,
大食い三兄弟,スクールランブル,
泡松綾一（あわまつ りょういち）,スクールランブル,
メアリ院長,スクールランブル,
ユパ院長,スクールランブル,
伊織（いおり）,スクールランブル,
ピョートル,スクールランブル,
ナポレオン,スクールランブル,
空太（くうた）,スクールランブル,
シャーリー,スクールランブル,
アレクサンダー,スクールランブル,
アナスタシア,スクールランブル,
シーザー,スクールランブル,
カズマ,スクライド,12
劉 鳳（りゅう ほう）,スクライド,
由詑 かなみ（ゆた かなみ）,スクライド,
桐生 水守（きりゅう みもり）,スクライド,
シェリス・アジャーニ (Scheris Adjani),スクライド,
君島 邦彦（きみしま くにひこ）,スクライド,
ストレイト・クーガー (Straight Cougar),スクライド,
寺田 あやせ（てらだ あやせ）,スクライド,
橘 あすか（たちばな あすか）,スクライド,
ビフ（Biff）,スクライド,
ウェッジ・バーンズ (Wedge Burns),スクライド,
ドレッド・レッド (Dred Red),スクライド,
ムーチョ服部（ムーチョはっとり）,スクライド,
君島に招集されホーリーに捕らえられた能力者たち,スクライド,
佐伯 リューコ（さえき リューコ）,スクライド,
蛮葉晩（ばんばばーん）,スクライド,
マーティン・ジグマール (Martin Zigmar),スクライド,
瓜核（うりざね）,スクライド,
イーリャン (Yi Lian),スクライド,
立浪 ジョージ（たつなみ ジョージ）,スクライド,
雲慶（うんけい）,スクライド,
エマージー・マクスフェル (Emergy Maxfell),スクライド,
来夏月 爽（きげつき そう）,スクライド,
イカワ・ケンイチ,スクライド,
ダース (Dozen),スクライド,
無常 矜侍（むじょう きょうじ）,スクライド,
異納 泰介（いのう たいすけ）,スクライド,
桐生 忠範（きりゅう ただのり）,スクライド,
劉 大蓮（りゅう たいれん）[注釈 3],スクライド,
劉 桂華（りゅう けいか）,スクライド,
キャミィ (Cammy),スクライド,
寺田 明（てらだ あきら）,スクライド,
ファニ・テラカド (Fani Terakado),スクライド,
プーリー (Puly),スクライド,
シェルブリット（カズマ）,スクライド,
パシフィカ・カスール,スクラップド・プリンセス,12
シャノン・カスール,スクラップド・プリンセス,
ラクウェル・カスール,スクラップド・プリンセス,
ウイニア・チェスタ,スクラップド・プリンセス,
レオポルド・スコルプス,スクラップド・プリンセス,
キダーフ・ジャイロット,スクラップド・プリンセス,
ベルケンス・タンホグリオ,スクラップド・プリンセス,
エルフィティーネ,スクラップド・プリンセス,
ユーマ・ナンブ・カスール,スクラップド・プリンセス,
キャロル・カスール,スクラップド・プリンセス,
ヴィルク・ナガン,スクラップド・プリンセス,
アルト・スプリングフィールド,スクラップド・プリンセス,
リタ・ソロサーン,スクラップド・プリンセス,
クリストファ・アーマライト,スクラップド・プリンセス,
ファファル・アーマライト,スクラップド・プリンセス,
デニス,スクラップド・プリンセス,
サットン,スクラップド・プリンセス,
アイリス・バイラッハ,スクラップド・プリンセス,
ジルヴェステ・バイラッハ,スクラップド・プリンセス,
ルーク・スターム,スクラップド・プリンセス,
スレイ・ハイラム,スクラップド・プリンセス,
ジョルジオ・ペータシュタール,スクラップド・プリンセス,
バルテリク・ラインヴァン,スクラップド・プリンセス,
フォルシス・ラインヴァン,スクラップド・プリンセス,
エルマイア・ラインヴァン,スクラップド・プリンセス,
ドルフスク・ブレンテン,スクラップド・プリンセス,
ルイギス・フランキ,スクラップド・プリンセス,
ファインベル,スクラップド・プリンセス,
ビッグ・ノイズ,スクラップド・プリンセス,
コンヴィクト,スクラップド・プリンセス,
ミユティエ・ウエッソン,スクラップド・プリンセス,
ダン・ウエッソン,スクラップド・プリンセス,
デザート・イーグル,スクラップド・プリンセス,
ミシェル・ボランド,スクラップド・プリンセス,
サフィール・コルト,スクラップド・プリンセス,
ファルク,スクラップド・プリンセス,
クーナン,スクラップド・プリンセス,
レナード・ガンヴァス,スクラップド・プリンセス,
ドイル・バレット,スクラップド・プリンセス,
フィーシェ・ビアンキ,スクラップド・プリンセス,
デュメテア・ヘンメリ,スクラップド・プリンセス,
ゴルドン・イングラム,スクラップド・プリンセス,
ニケ,スクラップド・プリンセス,
ライル,スクラップド・プリンセス,
ポルドリット・ラドム,スクラップド・プリンセス,
ファーガソン兄弟,スクラップド・プリンセス,
ユージィ,スクラップド・プリンセス,
メイフェリア,スクラップド・プリンセス,
ロイ・アチンソン,スクラップド・プリンセス,
テルマ・ヘッケラン,スクラップド・プリンセス,
アムネーゼ・ノリンコット,スクラップド・プリンセス,
エルディナンド,スクラップド・プリンセス,
ドレン・ホーナディ,スクラップド・プリンセス,
クレザント・キンヴァース,スクラップド・プリンセス,
ユイリン・ヒーノ,スクラップド・プリンセス,
フューレ・タクト,スクラップド・プリンセス,
リージア・ベルロッド,スクラップド・プリンセス,
セーネス・ルル・ギアット,スクラップド・プリンセス,
エイローテ・ボーチャード,スクラップド・プリンセス,
クレイン・ルオ・ギアット,スクラップド・プリンセス,
ガーネスト・ホーグ,スクラップド・プリンセス,
ピエトロ・ベレッサ,スクラップド・プリンセス,
ハリス・カスール,スクラップド・プリンセス,
ヒタカ・ハーリントン,スクラップド・プリンセス,
レスィータ,スクラップド・プリンセス,
イルハン,スクラップド・プリンセス,
スーピィくん,スクラップド・プリンセス,
パラベラム,スクラップド・プリンセス,
ドラグノフ / トカレフ / マカロフ / カラシニコフ,スクラップド・プリンセス,
スィン,スクラップド・プリンセス,
シリア・マウゼル,スクラップド・プリンセス,
マウゼル教,スクラップド・プリンセス,
スケアクロウマン(Scarecrowman),スケアクロウマン,12
ミスターベスト(Mr.Vest),スケアクロウマン,
ベアベア(Bearbear),スケアクロウマン,
ホーンヘッド(HornHead),スケアクロウマン,
アリス(Alice),スケアクロウマン,
グレイス(Grace),スケアクロウマン,
ジム,スケアクロウマン,
悪ガキ（第1話）、男の子A（第2話）,スケアクロウマン,
男の子B（第2話）,スケアクロウマン,
おじいさん（第1話）,スケアクロウマン,
マリー（第3話）,スケアクロウマン,
ポール（第3話）,スケアクロウマン,
アルフレッド（第3話）,スケアクロウマン,
子供1（第3話）,スケアクロウマン,
子供2（第3話）,スケアクロウマン,
シュタイン（第4話）,スケアクロウマン,
ミーシャ（第4話）,スケアクロウマン,
ドクター・サトウ,スケアクロウマン,
町長,スケアクロウマン,
隣のおばさん,スケアクロウマン,
スティーブ,スケアクロウマン,
警官,スケアクロウマン,
トニー,スケアクロウマン,
キャサリン,スケアクロウマン,
ジョン,スケアクロウマン,
駅員,スケアクロウマン,
アーネスト,スケアクロウマン,
ダニー,スケアクロウマン,
マイケル,スケアクロウマン,
夫,スケアクロウマン,
妻,スケアクロウマン,
男の子,スケアクロウマン,
女の子,スケアクロウマン,
スコット,スケアクロウマン,
スーザン,スケアクロウマン,
エリザベス,スケアクロウマン,
アラン,スケアクロウマン,
ヘンリー,スケアクロウマン,
ヘンリーの妻,スケアクロウマン,
ロバート,スケアクロウマン,
アイリーン,スケアクロウマン,
サマンサ,スケアクロウマン,
女性キャスター,スケアクロウマン,
男性キャスター,スケアクロウマン,
ボブ,スケアクロウマン,
ジェーン,スケアクロウマン,
スペンサー（第18話）,スケアクロウマン,
ケイト（第18話）,スケアクロウマン,
アンディ（第21話）,スケアクロウマン,
デビッド（第21話）,スケアクロウマン,
コリンズ伯爵（第23話、24話）,スケアクロウマン,
ウォルター,スケアクロウマン,
ピエール（第23話、24話）,スケアクロウマン,
エルザ（第24話）,スケアクロウマン,
ニコラス（第24話）,スケアクロウマン,
トム（第15話）,スケアクロウマン,
ルイ13号（第16話）,スケアクロウマン,
フィッチ（第17話）,スケアクロウマン,
ストライプ（第19-20話）,スケアクロウマン,
クラッシャー[3]（第20話）,スケアクロウマン,
キョン,涼宮ハルヒの憂鬱,12
涼宮 ハルヒ（すずみや はるひ）,涼宮ハルヒの憂鬱,
長門 有希（ながと ゆき）,涼宮ハルヒの憂鬱,
朝比奈 みくる（あさひな みくる）,涼宮ハルヒの憂鬱,
古泉 一樹（こいずみ いつき）,涼宮ハルヒの憂鬱,
朝倉 涼子（あさくら りょうこ）,涼宮ハルヒの憂鬱,
鶴屋さん（つるやさん）,涼宮ハルヒの憂鬱,
キョンの妹（キョンのいもうと）,涼宮ハルヒの憂鬱,
佐々木（ささき）,涼宮ハルヒの憂鬱,
喜緑 江美里（きみどり えみり）,涼宮ハルヒの憂鬱,
谷口  (たにぐち),涼宮ハルヒの憂鬱,
国木田  (くにきだ),涼宮ハルヒの憂鬱,
長門 有希（ながと ゆき）,長門有希ちゃんの消失,12
キョン,長門有希ちゃんの消失,
朝倉 涼子（あさくら りょうこ）,長門有希ちゃんの消失,
朝比奈 みくる（あさひな みくる）,長門有希ちゃんの消失,
鶴屋さん（つるやさん）,長門有希ちゃんの消失,
谷口（たにぐち）,長門有希ちゃんの消失,
国木田（くにきだ）,長門有希ちゃんの消失,
黄緑 江美里（きみどり えみり）,長門有希ちゃんの消失,
森 園生（もり そのう）,長門有希ちゃんの消失,
涼宮 ハルヒ（すずみや ハルヒ）,長門有希ちゃんの消失,
古泉 一樹（こいずみ いつき）,長門有希ちゃんの消失,
佐々木（ささき）,長門有希ちゃんの消失,
周防 九曜（すおう くよう）,長門有希ちゃんの消失,
キョンの妹,長門有希ちゃんの消失,
新川（あらかわ）,長門有希ちゃんの消失,
多丸 圭一（たまる けいいち）,長門有希ちゃんの消失,
多丸 裕（たまる ゆたか）,長門有希ちゃんの消失,
イラッキン,すすめ!キッチン戦隊クックルン,12
クヨッペン,すすめ!キッチン戦隊クックルン,
部下たち,すすめ!キッチン戦隊クックルン,
シスコン王子,進めシスコン,12
チョコ,進めシスコン,
ゴンガ,進めシスコン,
エース国王,進めシスコン,
ノウスロ侍従長,進めシスコン,
ブラックスター,進めシスコン,
キャプテン・シークレット,進めシスコン,
艦長,進めシスコン,
クロード・C・ケニー,スターオーシャンEX,12
レナ・ランフォード,スターオーシャンEX,
セリーヌ・ジュレス,スターオーシャンEX,
アシュトン・アンカース,スターオーシャンEX,
ディアス・フラック,スターオーシャンEX,
プリシス・F・ノイマン,スターオーシャンEX,
ボーマン・ジーン,スターオーシャンEX,
レオン・D・S・ゲーステ,スターオーシャンEX,
オペラ・ヴェクトル[1],スターオーシャンEX,
エルネスト・レヴィード,スターオーシャンEX,
チン,スターオーシャンEX,
ピー,スターオーシャンEX,
ラー,スターオーシャンEX,
スターオーシャンEX ドラマCD,スターオーシャンEX,
香月シノン（こうづき シノン）,スターシップ・オペレーターズ,12
氷坂アレイ（ひさか アレイ）,スターシップ・オペレーターズ,
秋里ミユリ（あきさと ミユリ）,スターシップ・オペレーターズ,
神崎キスカ（かんざき キスカ）,スターシップ・オペレーターズ,
若菜サンリ（わかな サンリ）,スターシップ・オペレーターズ,
神谷イマリ（かみや イマリ）,スターシップ・オペレーターズ,
七瀬ユキノ（ななせ ユキノ）,スターシップ・オペレーターズ,
桐生タカイ（きりゅう タカイ）,スターシップ・オペレーターズ,
摩耶アキホ（まや アキホ）,スターシップ・オペレーターズ,
間宮リオ（まみや リオ）,スターシップ・オペレーターズ,
三上シント（みかみ シント）,スターシップ・オペレーターズ,
里見レンナ（さとみ レンナ）,スターシップ・オペレーターズ,
荻野セイ（おぎの セイ）,スターシップ・オペレーターズ,
榊原コウキ（さかきばら コウキ）,スターシップ・オペレーターズ,
結城シメイ（ゆうき シメイ）,スターシップ・オペレーターズ,
篠原ミナセ（しのはら ミナセ）,スターシップ・オペレーターズ,
ディータ・ミルコフ,スターシップ・オペレーターズ,
ピーター・スパイクス,スターシップ・オペレーターズ,
デュール・エルロイ提督,スターシップ・オペレーターズ,
ハンス・ゲオルグ・ヘルマン,スターシップ・オペレーターズ,
イザベル・フェリーニ,スターシップ・オペレーターズ,
佐竹マサラ,スターシップ・オペレーターズ,
ジョセフ・トルーマン,スターシップ・オペレーターズ,
アマテラス,スターシップ・オペレーターズ,
マイヅル,スターシップ・オペレーターズ,
シェンロン,スターシップ・オペレーターズ,
工廠艦プレペザ,スターシップ・オペレーターズ,
