キャラクター,タイトル,
英 純恋子（はなぶさ すみれこ）,悪魔のリドル,
東 空身（あずま そらみ）,悪魔のリドル,
東 真呼（あずま まこ）,悪魔のリドル,
兎角の祖母,悪魔のリドル,
一ノ瀬家の人々,悪魔のリドル,
犬飼 恵介（いぬかい えいすけ）,悪魔のリドル,
イレーナ,悪魔のリドル,
寒河江 冬香（さがえ ふゆか）,悪魔のリドル,
生田目の恩師,悪魔のリドル,
ゆかりん,悪魔のリドル,
武雄（たけお）,悪魔のリドル,
カイバ先生,悪魔のリドル,
溝呂木 辺（みぞろぎ あたる）,悪魔のリドル,
ミョウジョウ学園校長,悪魔のリドル,
百合 目一（ゆり めいち）,悪魔のリドル,
信楽 椿（しがらき つばき）,悪魔のリドル,
ミョウジョウ学園,悪魔のリドル,
黒組,悪魔のリドル,
予告票,悪魔のリドル,
西の葛葉、東のアズマ,悪魔のリドル,
エンゼルトランペット,悪魔のリドル,
集団下校,悪魔のリドル,
ハイランダー症候群,悪魔のリドル,
女王蜂（プライマー）,悪魔のリドル,
楓山 蓮（あきやま れん）,悪魔のリドル,
天邊 光（あまべ ひかる）,悪魔のリドル,
天宮 玲（あまみや あきら）,悪魔のリドル,
粟津 志麻（あわづ しま）,悪魔のリドル,
沖田 京子（おきた きょうこ）,悪魔のリドル,
京 夢紫（かなどめ むむ）,悪魔のリドル,
神舞 一二三（かみまい ひふみ）,悪魔のリドル,
綺羅星 鏡華（きらほし きょうか）,悪魔のリドル,
九条院 有栖（くじょういん ありす）,悪魔のリドル,
九条院 来栖（くじょういん くるす）,悪魔のリドル,
黒栖 麗亜（くろす れいあ）,悪魔のリドル,
紫雷 イオ（しらい いお）,悪魔のリドル,
涼風 愛理（すずかぜ らぶり）,悪魔のリドル,
零咲 薫子（ぜろさき かおるこ）,悪魔のリドル,
草摩 加也子（そうま かやこ）,悪魔のリドル,
日月 氷影（たちもり ひかげ）,悪魔のリドル,
中山 歪（なかやま ひずみ）,悪魔のリドル,
七瀬 契（ななせ ちぎり）,悪魔のリドル,
一 一（にのまえ はじめ）,悪魔のリドル,
瑪瑙 椿姫（めのう つばき）,悪魔のリドル,
百地 牡丹（ももち ぼたん）,悪魔のリドル,
矢川 純麗（やがわ すみれ）,悪魔のリドル,
山崎 千代（やまさき ちよ）,悪魔のリドル,
天津結実（あまつ ゆみ）,朝霧の巫女,47
天津忠寿（あまつ ただひさ）,朝霧の巫女,
花於（はなお）,朝霧の巫女,
稗田倉子（ひえだ くらこ）,朝霧の巫女,
稗田珠（ひえだ たま）,朝霧の巫女,
稗田直範（ひえだ なおのり）,朝霧の巫女,
稗田御幸（ひえだ みゆき）,朝霧の巫女,
日瑠子（ひるこ）,朝霧の巫女,
平田篤瀧（ひらた あつたき）,朝霧の巫女,
斉藤（さいとう）,朝霧の巫女,
岬原いずみ（みさきばら いずみ）,朝霧の巫女,
楠木正志（くすのき まさし）,朝霧の巫女,
乱裁道宗（あやたち みちむね）,朝霧の巫女,
熊沢菊里（くまざわ くくり）,朝霧の巫女,
主上（しゅじょう）,朝霧の巫女,
天津忠尋（あまつ ただひろ）,朝霧の巫女,
天津忠明（あまつ ただあき）,朝霧の巫女,
稗田柚子（ひえだ ゆず）,朝霧の巫女,
こま,朝霧の巫女,
力石征子（りきいし せいこ）,朝霧の巫女,
百合草千佳（ゆりくさ ちか）,朝霧の巫女,
岬原いずみ（さきばら いずみ）,朝霧の巫女,
御堂志津歌（みどう しづか）,朝霧の巫女,
乱裁道宗（あやたち みちむね）/楠木正志（くすのき まさし）,朝霧の巫女,
白山菊里（しらやま くくり）,朝霧の巫女,
浜路瑞穂（はまじ みずほ）,朝霧の巫女,
浦波雪絵（うらなみ ゆきえ）,朝霧の巫女,
ヤガレナ,朝霧の巫女,
幽世（かくりよ）,朝霧の巫女,
現世（うつしよ）,朝霧の巫女,
朝霧の巫女 浪漫巫女委員会,朝霧の巫女,
泡雪三姉妹,朝霧の巫女,
五百川 からだ（いおかわ からだ）,あさっての方向。,48
野上 椒子（のがみ しょうこ）,あさっての方向。,
五百川 尋（いおかわ ひろ）,あさっての方向。,
網野 徹允（あみの てつまさ）,あさっての方向。,
網野 透子（あみの とうこ）,あさっての方向。,
汐崎 琴美（しおざき ことみ）,あさっての方向。,
磯貝 正,あさっての方向。,
磯貝 由香,あさっての方向。,
浜野 タタミ（はまの タタミ）,あさりちゃん,49
浜野 さんご（はまの さんご）,あさりちゃん,
浜野 イワシ（はまの イワシ）,あさりちゃん,
うにょ,あさりちゃん,
藤壷 かさご（ふじつぼ かさご）,あさりちゃん,
神田 八郎（かんだ はちろう）,あさりちゃん,
岩穴 ?之介（いわあな うつぼのすけ）,あさりちゃん,
成瀬 拓也（なるせ たくや）,あさりちゃん,
久米（くめ）,あさりちゃん,
教頭先生,あさりちゃん,
吉川 ゆかり（よしかわ ゆかり）,あさりちゃん,
島井 沙紀（しまい さき）,あさりちゃん,
岬 みりあ（みさき みりあ）,あさりちゃん,
岸本 うるか（きしもと うるか）,あさりちゃん,
藪小路 いばら（やぶのこうじ いばら）,あさりちゃん,
港 海里（みなと かいり）,あさりちゃん,
鮎川 守（あゆかわ まもる）,あさりちゃん,
田西 マイケル（たにし マイケル）,あさりちゃん,
小鰭 光（こはだ ひかる）,あさりちゃん,
長澤 優美子（ながさわ ゆみこ）,あさりちゃん,
浜野 あさり（はまの あさり）,あさりちゃん,
大磯 潮（おおいそ うしお）,あさりちゃん,
錦織 あや子（にしきおり あやこ）,あさりちゃん,
速井 太郎（はやい たろう）,あさりちゃん,
美 大和（うるわし やまと）,あさりちゃん,
大泉 カンタロー（おおいずみ カンタロー）,あさりちゃん,
内野（うちの）,あさりちゃん,
森野 二浪（もりの じろう）,あさりちゃん,
森野 カケス（もりの カケス）,あさりちゃん,
アサリ,あさりちゃん,
アサオカ サユリ（漢字表記は不明）,あさりちゃん,
のばら,あさりちゃん,
浜野 ひとで（はまの ひとで）,あさりちゃん,
神さま（かみさま）,あさりちゃん,
天使（てんし）,あさりちゃん,
あさりマン,あさりちゃん,
タタミゴン→タタミザウルス,あさりちゃん,
キューリ星人（キューリせいじん）,あさりちゃん,
ナポレオン,あさりちゃん,
阿鼻 叫子（あび きょうこ）（※アニメ版での名前は力モリ子（ちからもりこ））,あさりちゃん,
スパルタ英語塾の教師,あさりちゃん,
エリザベス,あさりちゃん,
死神（しにがみ）,あさりちゃん,
ガリレオ,あさりちゃん,
サッカー部のキャプテン,あさりちゃん,
ピューマ,あさりちゃん,
ピューマの父,あさりちゃん,
ビッグ・トート,あさりちゃん,
芽亜理（メアリ）,あさりちゃん,
大木井 馬場子（おおきい ばばこ）,あさりちゃん,
みんなの歌おばけ,あさりちゃん,
桑原（くわはら）,あさりちゃん,
弱井（よわい）,あさりちゃん,
Zクラスの先生,あさりちゃん,
ダニー,あさりちゃん,
悪魔の植物の化身,あさりちゃん,
すんだ目のおじさん,あさりちゃん,
秀 才子（しゅう さいこ）,あさりちゃん,
丘の上のプチホテルの娘,あさりちゃん,
佐々木（ささき）,あさりちゃん,
タミオ,あさりちゃん,
アサリーヌ,あさりちゃん,
大岩 巌（おおいわ いわお）,あさりちゃん,
岸本うるかの兄,あさりちゃん,
入院していた少年,あさりちゃん,
ふと子（ふとこ）,あさりちゃん,
作者ちゃん（さくしゃちゃん）,あさりちゃん,
イガイガくん,あさりちゃん,
めでたいなぎつね,あさりちゃん,
わきやクン、わきやコちゃん,あさりちゃん,
腹黒姫,あさりちゃん,
矢吹 丈（やぶき じょう）,あしたのジョー,50
丹下 段平（たんげ だんぺい）,あしたのジョー,
マンモス西,あしたのジョー,
河野（こうの）,あしたのジョー,
白木 葉子（しらき ようこ）,あしたのジョー,
力石 徹（りきいし とおる）,あしたのジョー,
白木 幹之介（しらき みきのすけ）,あしたのジョー,
ウルフ金串（ウルフ かなぐし）,あしたのジョー,
タイガー尾崎,あしたのジョー,
カーロス・リベラ,あしたのジョー,
金 竜飛（きん りゅうひ）,あしたのジョー,
レオン・スマイリー,あしたのジョー,
ハリマオ,あしたのジョー,
ホセ・メンドーサ,あしたのジョー,
サチ,あしたのジョー,
キノコ,あしたのジョー,
太郎（たろう）,あしたのジョー,
ヒョロ松,あしたのジョー,
チュー吉,あしたのジョー,
トン吉,あしたのジョー,
チビ,あしたのジョー,
ゴンタ,あしたのジョー,
林紀子（はやし のりこ）,あしたのジョー,
林 敬七（はやし けいしち）,あしたのジョー,
林 玉子（はやし たまこ）,あしたのジョー,
青山 まもる（あおやま まもる）,あしたのジョー,
アップル加藤（アップル かとう）,あしたのジョー,
稲葉 粂太郎（いなば くめたろう）,あしたのジョー,
ウスマン・ソムキッド,あしたのジョー,
大井川 豪平（おおいがわ ごうへい）,あしたのジョー,
ガイコツ,あしたのジョー,
カロルド・ゴメス,あしたのジョー,
ゲリラ,あしたのジョー,
剣持 健（けんもち けん）,あしたのジョー,
ゴロマキ権藤（ゴロマキ ごんどう）,あしたのジョー,
サム・イアウケア,あしたのジョー,
須賀 清（すが きよし）,あしたのジョー,
滝川 修平（たきがわ しゅうへい）,あしたのジョー,
Dr.キニスキー,あしたのジョー,
沼田（ぬまた）,あしたのジョー,
パンチョ・レオ,あしたのジョー,
ハリー・ロバート,あしたのジョー,
松木（まつき）,あしたのジョー,
Missオヤマ,あしたのジョー,
村上 輝明（むらかみ てるあき）,あしたのジョー,
村瀬 武夫（むらせ たけお）,あしたのジョー,
ユリ,あしたのジョー,
ナージャ・アップルフィールド,明日のナージャ,51
ゲオルグ・ハスキル,明日のナージャ,
シルヴィー・アルテ,明日のナージャ,
アーベル・ガイガー,明日のナージャ,
トーマス・オブライアン,明日のナージャ,
クリームとショコラ,明日のナージャ,
リタ・ロッシ,明日のナージャ,
アンナ・ペトロワ,明日のナージャ,
ケンノスケ・ツルギ,明日のナージャ,
ラファエル,明日のナージャ,
院長先生,明日のナージャ,
エヴァンズ先生,明日のナージャ,
ローズマリー,明日のナージャ,
オリバー,明日のナージャ,
アレックス,明日のナージャ,
デイジー,明日のナージャ,
ピーター,明日のナージャ,
フィービー,明日のナージャ,
ニコル,明日のナージャ,
フランシス・ハーコート,明日のナージャ,
キース・ハーコート（怪盗黒バラ）,明日のナージャ,
ハーコート侯爵,明日のナージャ,
アメリア,明日のナージャ,
エマ・クイーンズベリー,明日のナージャ,
メリーアン・ハミルトン,明日のナージャ,
プレミンジャー公爵,明日のナージャ,
コレット,明日のナージャ,
アルベルト・ワルトミュラー伯爵,明日のナージャ,
ヘルマン,明日のナージャ,
ヒルダ・コロレード,明日のナージャ,
オスカー・コロレード,明日のナージャ,
フェルナンド・ゴンザレス,明日のナージャ,
ロッソとビアンコ,明日のナージャ,
ハービー・リビングストン,明日のナージャ,
T.J.,明日のナージャ,
クリスチャン,明日のナージャ,
エドナ,明日のナージャ,
プレミンジャー公爵の執事,明日のナージャ,
レオナルド・カルディナーレ,明日のナージャ,
ティエリ・ロートシルト,明日のナージャ,
アントニオ・ファビアーニ,明日のナージャ,
ジュリエッタ・サヴェリー,明日のナージャ,
ジョン・ウィタード,明日のナージャ,
アンセルマ,明日のナージャ,
ホセ・ロドリゲス,明日のナージャ,
カルメン,明日のナージャ,
レイモン,明日のナージャ,
プラティニ編集長,明日のナージャ,
カルロワ伯爵夫人,明日のナージャ,
ニーナ,明日のナージャ,
マドレーヌ,明日のナージャ,
マドレーヌの母親,明日のナージャ,
アルフォンス・ジャン・マレー,明日のナージャ,
シモーヌ・モンテルラン,明日のナージャ,
店主,明日のナージャ,
ジェラール,明日のナージャ,
テレーズ,明日のナージャ,
ミレーユ・モロー,明日のナージャ,
親方,明日のナージャ,
ジャンヌ・ダルクの生まれたといわれる村の住人,明日のナージャ,
スイスの孤児院の院長,明日のナージャ,
同孤児院の女の子,明日のナージャ,
ザビー,明日のナージャ,
ザビーの家族,明日のナージャ,
カプレーティ子爵,明日のナージャ,
イルマ,明日のナージャ,
マリオ,明日のナージャ,
ゴンドラ漕ぎの女性,明日のナージャ,
カルロ・カサノヴァ,明日のナージャ,
マヌエラ、パオロ、ルカ,明日のナージャ,
ロベルタ,明日のナージャ,
マッシモ,明日のナージャ,
リタの両親,明日のナージャ,
海賊,明日のナージャ,
二宮忠八,明日のナージャ,
ラミレス夫人,明日のナージャ,
ムーアとその弟,明日のナージャ,
シュテファン,明日のナージャ,
ラルフ,明日のナージャ,
マリー,明日のナージャ,
黒ネコ,明日のナージャ,
ヨハンナ,明日のナージャ,
酔っ払いの客,明日のナージャ,
カトリーヌとその夫,明日のナージャ,
古道具屋,明日のナージャ,
ジャン,明日のナージャ,
アラン,明日のナージャ,
アランの友人,明日のナージャ,
ワトソン,明日のナージャ,
ウィーンの警察署長,明日のナージャ,
エンドカードについて,明日のナージャ,
明日のナージャ 16歳の旅立ち,明日のナージャ,
一本気蹴太,あしたの勇者たち,52
三幌洋子,あしたの勇者たち,
松本監督,あしたの勇者たち,
三幌鉄五郎,あしたの勇者たち,
ユキ,あしたの勇者たち,
轟田,あしたの勇者たち,
小谷,あしたの勇者たち,
冬野,あしたの勇者たち,
金田,あしたの勇者たち,
水木伸,あしたの勇者たち,
聖 美々（ひじり みみ）,あしたへアタック!,53
聖 加代（ひじり かよ）,あしたへアタック!,
聖 露樹（ひじり つゆき）,あしたへアタック!,
一条 明日香（いちじょう あすか）,あしたへアタック!,
杉原 ゆかり（すぎはら ゆかり）,あしたへアタック!,
西 すみえ（にし すみえ）,あしたへアタック!,
関谷 君子（せきや きみこ）,あしたへアタック!,
太田 トミ子（おおた とみこ）,あしたへアタック!,
原 大介（はら だいすけ）,あしたへアタック!,
嵐 三吉（あらし さんきち）,あしたへアタック!,
白木 ルミ（しらき るみ）,あしたへアタック!,
伏島 一郎（ふせじま いちろう）,あしたへアタック!,
伍代隼,あしたへフリーキック,54
ロベルト・バゼッティーニ,あしたへフリーキック,
有高みづほ,あしたへフリーキック,
森田美麗,あしたへフリーキック,
橘大地,あしたへフリーキック,
エレナ・ロロブリジータ,あしたへフリーキック,
カール・ヘンダーソン,あしたへフリーキック,
カルロス・ロペス,あしたへフリーキック,
トト（サルバトーレ=カンタビレ=ペレケトランポ7世）,あしたへフリーキック,
森田健,あしたへフリーキック,
ホセ・マスコウィッツ,あしたへフリーキック,
マルコ・デ・ニーニ,あしたへフリーキック,
ヨハン・ヨハンセン,あしたへフリーキック,
ひいおじいさま（カルロ・フェリーニ）,あしたへフリーキック,
伍代香苗,あしたへフリーキック,
伍代毅彦,あしたへフリーキック,
伍代修造,あしたへフリーキック,
伍代アンナ,あしたへフリーキック,
アルバトロス（十文字タクマ）,あしたへフリーキック,
蘭堂シン,あしたへフリーキック,
エイブ・グリーン,あしたへフリーキック,
ジョバンニ・内藤,あしたへフリーキック,
フリッツ・ベッケン,あしたへフリーキック,
クリス・ベッケン,あしたへフリーキック,
アル・パトラッチ,あしたへフリーキック,
ヨーコ・セバスチャン,あしたへフリーキック,
シオドレーヌ・セバスチャン,あしたへフリーキック,
笠山ミク,あしたへフリーキック,
佐久間リョウコ,あしたへフリーキック,
ライザ・M・中森,あしたへフリーキック,
早見優吉,あしたへフリーキック,
アリッサ・モンティーノ,あしたへフリーキック,
イングリッド,あしたへフリーキック,
ジーナ・デ・ニーニ,あしたへフリーキック,
あずきちゃん / 野山 梓（のやま あずさ）,あずきちゃん,55
野山 だいず（のやま だいず）,あずきちゃん,
野山 けい子（のやま けいこ）,あずきちゃん,
野山 正（のやま ただし）,あずきちゃん,
野山 剛造（のやま ごうぞう）,あずきちゃん,
祖母,あずきちゃん,
小笠原勇之助（おがさわら ゆうのすけ）,あずきちゃん,
勇之助の父,あずきちゃん,
勇之助の母,あずきちゃん,
ユイ,あずきちゃん,
西野かおる（にしの かおる）,あずきちゃん,
かおるの父,あずきちゃん,
かおるのママ,あずきちゃん,
児玉翠（こだま みどり）,あずきちゃん,
児玉葵（こだま あおい）,あずきちゃん,
児玉ハル,あずきちゃん,
シャンプー,あずきちゃん,
高橋朋美（たかはし ともみ）,あずきちゃん,
トモの母,あずきちゃん,
トモの父,あずきちゃん,
トモの祖父,あずきちゃん,
トモの伯母,あずきちゃん,
高柳ケン（たかやなぎ ケン）,あずきちゃん,
ケンの父,あずきちゃん,
ケンの母,あずきちゃん,
坂口まこと（さかぐち まこと）,あずきちゃん,
まことの父,あずきちゃん,
まことの母,あずきちゃん,
坂口冴子（さかぐち さえこ）,あずきちゃん,
榊原ヨーコ（さかきばら ヨーコ）,あずきちゃん,
ヨーコのママ,あずきちゃん,
オードリー,あずきちゃん,
多胡こうさく（たご こうさく）,あずきちゃん,
香月美奈（かづき みな）,あずきちゃん,
大迫みちえ（おおさこ みちえ）,あずきちゃん,
吉野先生,あずきちゃん,
斉藤まどか（さいとう まどか）,あずきちゃん,
平川（ひらかわ）,あずきちゃん,
東條かつや（とうじょう かつや）,あずきちゃん,
藤巻拓（ふじまき たく）,あずきちゃん,
仙台のおじさん（せんだいのおじさん）,あずきちゃん,
仙台のおばさん（せんだいのおばさん）,あずきちゃん,
美千代（みちよ）,あずきちゃん,
定男（さだお）,あずきちゃん,
えりかの母,あずきちゃん,
えりか,あずきちゃん,
佐伯（さえき）,あずきちゃん,
島崎（しまざき）,あずきちゃん,
小山（こやま）,あずきちゃん,
本山（もとやま）,あずきちゃん,
峰村（みねむら）,あずきちゃん,
あつし,あずきちゃん,
梢（こずえ）,あずきちゃん,
竹村（たけむら）,あずきちゃん,
ロボロボ太郎（ろぼろぼたろう）,あずきちゃん,
なぎさみどり,あずきちゃん,
三谷志乃（みたにしの）,あずきちゃん,
若林（わかばやし）,あずきちゃん,
斉藤庄作（さいとうしょうさく）,あずきちゃん,
ケント,あずきちゃん,
ビリー,あずきちゃん,
村岡秀雄（むらおか ひでお）,あずきちゃん,
三浦（みうら）,あずきちゃん,
松岡竜一（まつおか りゅういち）,あずきちゃん,
本田ミカ,あずきちゃん,
ハルヒ,あずきちゃん,
村上さん,あずきちゃん,
プルリン,あずきちゃん,
おっちゃん,あずきちゃん,
堀江さん,あずきちゃん,
緑川理恵,あずきちゃん,
若林道夫,あずきちゃん,
佐藤先生,あずきちゃん,
浅川先生,あずきちゃん,
森先生,あずきちゃん,
アスタロッテ・ユグヴァール （Astarotte Ygvar）,アスタロッテのおもちゃ!,56
塔原 直哉（とうはら なおや）,アスタロッテのおもちゃ!,
塔原 明日葉（とうはら あすは）,アスタロッテのおもちゃ!,
ユーディット・スノーレヴィク （Judit Snorrevik）,アスタロッテのおもちゃ!,
オラフ・フリズマール （Olav Fridmar）,アスタロッテのおもちゃ!,
グリゼルダ・レギンハルト （Griselda Reginhard）,アスタロッテのおもちゃ!,
エルフレダ・ミルヤスドッティル （Elfleda Mirjasdottir）,アスタロッテのおもちゃ!,
クートフレダ （Cuthfleda）,アスタロッテのおもちゃ!,
ニナ・ヒルデブランド,アスタロッテのおもちゃ!,
クリエート・トレイディス,アスタロッテのおもちゃ!,
イングリッド・ソルヴェイク・ソルグリムス （Ingrid Sorveig Sorgrims）,アスタロッテのおもちゃ!,
タツオ,アスタロッテのおもちゃ!,
ソルヴェイク・オットー・ソルグリムス,アスタロッテのおもちゃ!,
メルチェリーダ・ユグヴァール （Mercelida Ygvar）,アスタロッテのおもちゃ!,
ウルスラ・シュマルリージ （Ursula Sumarlidi）,アスタロッテのおもちゃ!,
インゴルヴ・マグニ （Ingolfur Magni）,アスタロッテのおもちゃ!,
イソルド,アスタロッテのおもちゃ!,
シアール,アスタロッテのおもちゃ!,
イースリンド・ユグヴァール,アスタロッテのおもちゃ!,
フィー,アスタロッテのおもちゃ!,
アスタロッテ・ユグヴァール,アスタロッテのおもちゃ!,
塔原 明日葉,アスタロッテのおもちゃ!,
エリカ・ドラクール・ドレイプニルス （Elika Drakul Draupnils）,アスタロッテのおもちゃ!,
ミストルーン・アウスグリム （Mistrune Asgrim）,アスタロッテのおもちゃ!,
ユンビョルク・シグナル （Unnbjorg Signar）,アスタロッテのおもちゃ!,
リュッカ・エイストリ （Lucca Austri）,アスタロッテのおもちゃ!,
ナーナ・リテルケット （Nana LitillKottur）,アスタロッテのおもちゃ!,
エンヤ・ニウハーレ （Enja Niuhali）,アスタロッテのおもちゃ!,
ミーナ,アスタロッテのおもちゃ!,
シフ・ベルタ （Sif birta）,アスタロッテのおもちゃ!,
ビャルケ・グライン （Bjarki Grann）,アスタロッテのおもちゃ!,
カトウ・ギュルショール （Kato Gullsjor）,アスタロッテのおもちゃ!,
ニルス・ストールアンドレット（Nils Storandlit）,アスタロッテのおもちゃ!,
シグルド・スヴェインソン・スヴァルトヘイズ,アスタロッテのおもちゃ!,
イサドーラ・フィンスドッティル,アスタロッテのおもちゃ!,
キリク・シグヴァルディ （Kirik Sigvaldi）,アスタロッテのおもちゃ!,
エルドール・エミルソン （Eldor Emilson）,アスタロッテのおもちゃ!,
イルミンガルド・スノーレヴィク （Irmingard Snorrevik）,アスタロッテのおもちゃ!,
アトリ・レギンハルト （Atli Reginhard）,アスタロッテのおもちゃ!,
フルダ,アスタロッテのおもちゃ!,
ロルフ,アスタロッテのおもちゃ!,
ハーコン・ドラクール・ドレイプニルスIV世 （Hakon Drakul Draupnils IV）,アスタロッテのおもちゃ!,
スヴェイン・スヴァルトヘイズ （Sveinn Svarthad）,アスタロッテのおもちゃ!,
ルーリック・スヴェインソン・スヴァルトヘイズ （Rurik Sveinnsson Svarthad）,アスタロッテのおもちゃ!,
ソルヘルガ・スヴァルトヘイズ （Torhelga Svarthad）,アスタロッテのおもちゃ!,
シグルド・スヴェインソン・スヴァルトヘイズ （Sigurd Sveinnsson Svarthad）,アスタロッテのおもちゃ!,
イサドーラ・フィンスドッティル （Isadora Finnsdottir）,アスタロッテのおもちゃ!,
クリエート・トレイディス （Criet tredis）,アスタロッテのおもちゃ!,
ホルテ三世,アスタロッテのおもちゃ!,
リュッカ・エイストリ,アスタロッテのおもちゃ!,
人間界（Midgardr - ミッドガルド）,アスタロッテのおもちゃ!,
妖魔界（Alfheimr - アールヴヘイム）,アスタロッテのおもちゃ!,
星 カンタロー,アストロガンガー,57
星博士,アストロガンガー,
ガンガー,アストロガンガー,
早川 りえ,アストロガンガー,
早川次長,アストロガンガー,
ISP（国際科学警察）部長,アストロガンガー,
マヤ,アストロガンガー,
ブラスター1,アストロガンガー,
ブラスター2,アストロガンガー,
ブラスター3,アストロガンガー,
生きている金属,アストロガンガー,
カンタロス星,アストロガンガー,
ブラスター星人,アストロガンガー,
国際科学警察,アストロガンガー,
烏丸 与一（からすま よいち）,明日のよいち!,58
浮羽神風流剣術,明日のよいち!,
斑鳩 いぶき（いかるが いぶき）,明日のよいち!,
斑鳩 あやめ（いかるが あやめ）,明日のよいち!,
斑鳩 ちはや（いかるが ちはや）,明日のよいち!,
斑鳩 かごめ（いかるが かごめ）,明日のよいち!,
鷲津 涼（わしづ りょう）,明日のよいち!,
鳥谷 恵太（とりがや けいた）,明日のよいち!,
マサシ,明日のよいち!,
まさゆき,明日のよいち!,
ひろゆき,明日のよいち!,
よしお,明日のよいち!,
燕 つばさ（つばめ つばさ）,明日のよいち!,
燕 エンビ （つばめ エンビ）,明日のよいち!,
鷹司 アンジェラ（たかつかさ アンジェラ）,明日のよいち!,
鷹司 ルシフェル（たかつかさ ルシフェル）,明日のよいち!,
鷺ノ宮 右京（さぎのみや うきょう）,明日のよいち!,
鷺ノ宮 左近（さぎのみや さこん）,明日のよいち!,
右京の父,明日のよいち!,
鷺ノ宮 朧月夜（さぎのみや おぼろ）,明日のよいち!,
梟 美礼（ふくろう みれい）,明日のよいち!,
孔雀 晶（くじゃく あきら）,明日のよいち!,
すずめ,明日のよいち!,
鵺爪 アルコ（ぬえづめ アルコ）,明日のよいち!,
鵺爪 刃一郎（ぬえづめ じんいちろう）,明日のよいち!,
アルコの母,明日のよいち!,
クマ太（クマた）,明日のよいち!,
鳥籠 ソラ（とりかご ソラ）,明日のよいち!,
ヤミ,明日のよいち!,
ヒカリ,明日のよいち!,
叶（かのう）,明日のよいち!,
ゆず,明日のよいち!,
目白 時哉（めじろ ときや）,明日のよいち!,
雛形 唯（ひながた ゆい）,明日のよいち!,
羽鳥 沙綾（はどり さあや）,明日のよいち!,
与一の父,明日のよいち!,
上田一光（うえだ いっこう）,明日のよいち!,
瑞樹（みずき）,明日のよいち!,
私立洛芦和（らくろわ）高校,アスラクライン,59
関東学生連盟・武装指導教員（ガーディアン《ガイダンスという記述もアリ》・ドラグーン）,アスラクライン,
鳴桜邸（めいおうてい）,アスラクライン,
潮泉邸（しおいずみてい）,アスラクライン,
夏目 智春（なつめ ともはる）,アスラクライン,
水無神 操緒（みなかみ みさお）,アスラクライン,
嵩月 奏（たかつき かなで）,アスラクライン,
ペルセフォネ,アスラクライン,
大原 杏（おおはら あん）,アスラクライン,
樋口 琢磨（ひぐち たくま）,アスラクライン,
佐伯 玲子（さえき れいこ）,アスラクライン,
アニア・フォルチュナ・ソメシェル・ミク・クラウゼンブルヒ,アスラクライン,
黒崎 朱浬（くろさき しゅり）,アスラクライン,
橘高 冬琉（きつたか とおる）,アスラクライン,
炫 塔貴也（かがやき ときや）,アスラクライン,
市原（いちはら）,アスラクライン,
夏目 直貴（なつめ なおたか）,アスラクライン,
佐伯 玲士郎（さえき れいしろう）,アスラクライン,
志津間 哀音（しづま あいね）,アスラクライン,
倉澤 六夏（くらさわ りっか）,アスラクライン,
姫笹（ひめざさ）,アスラクライン,
真日和 秀（まひわ しゅう）,アスラクライン,
沙原 ひかり（さはら ひかり）,アスラクライン,
風斎 美里亜（かざとき みりあ）,アスラクライン,
ヴィヴィアン,アスラクライン,
雪原 瑶（すすぎはら よう）,アスラクライン,
黒崎 紫浬（くろさき ゆかり）,アスラクライン,
千代原 はる奈（ちよはら はるな）,アスラクライン,
里見 恭武（さとみ きょうむ）,アスラクライン,
柱谷 圭一郎（はしらたに けいいちろう）,アスラクライン,
華島〈柱谷〉由璃子（かしま/はしらたに ゆりこ）,アスラクライン,
キャメロン,アスラクライン,
加賀篝 隆也（かがかがり たかや）,アスラクライン,
新屋敷 琴里（あらやしき ことり）,アスラクライン,
クルスティナ・フォルチュナ・ソメシェル・ミク・クラウゼンブルヒ,アスラクライン,
イングリッド,アスラクライン,
鳳島 蹴策（とりしま しゅうさく）,アスラクライン,
鳳島 氷羽子（とりしま ひわこ）,アスラクライン,
シャーリーズ,アスラクライン,
苑宮 和葉（そのみや かずは）,アスラクライン,
苑宮 咲華（そのみや さいか）,アスラクライン,
苑宮 久沙子（そのみや ひさこ）,アスラクライン,
社長,アスラクライン,
潮泉 太秦（しおいずみ うずまさ）,アスラクライン,
潮泉 律都（しおいずみ りつ）,アスラクライン,
八伎（やぎ）,アスラクライン,
嵩月祖母,アスラクライン,
大原・父,アスラクライン,
大原 桜子（おおはら さくらこ）,アスラクライン,
吉田（よしだ）,アスラクライン,
奥沼（おくぬま）,アスラクライン,
滝原（たきはら）,アスラクライン,
志津間 霧絵（しづま きりえ）,アスラクライン,
水無神 環緒（みなかみ たまお）,アスラクライン,
橘高 秋希（きつたか あき）,アスラクライン,
市ノ瀬 喬香（いちのせ きょうか）,アスラクライン,
大原 杏,アスラクライン,
倉澤 六夏,アスラクライン,
姫笹,アスラクライン,
橘高 秋希,アスラクライン,
橘高 冬琉,アスラクライン,
炫 塔貴也,アスラクライン,
佐伯 玲子,アスラクライン,
樋口 琢磨,アスラクライン,
志津間 哀音,アスラクライン,
佐伯 玲士郎,アスラクライン,
黒崎 朱浬,アスラクライン,
沙原 ひかり,アスラクライン,
真日和 秀,アスラクライン,
鳳島 氷羽子,アスラクライン,
鳳島 蹴策,アスラクライン,
黒崎 紫浬,アスラクライン,
雪原 瑶,アスラクライン,
潮泉 太秦,アスラクライン,
